iter	RMSE
325	1.76989391
326	1.769662449
327	1.768747647
328	1.768726446
329	1.767290154
330	1.764440568
331	1.762367373
332	1.76234042
333	1.759576158
334	1.758481102
335	1.755676076
336	1.753482567
337	1.751734676
338	1.751709434
339	1.75168565
340	1.750025375
341	1.749867289
342	1.748582375
343	1.747684404
344	1.746687595
345	1.745554929
346	1.745194693
347	1.745134791
348	1.743750979
349	1.743122024
350	1.743070128
351	1.740271418
352	1.739393342
353	1.738025434
354	1.734685272
355	1.732972417
356	1.731481754
357	1.730267307
358	1.730132025
359	1.728514558
360	1.72765032
361	1.727632824
362	1.726395033
363	1.726324062
364	1.725278239
365	1.725176316
366	1.724969312
367	1.723083097
368	1.720401749
369	1.717572209
370	1.715412182
371	1.714054712
372	1.712982319
373	1.710082781
374	1.708929259
375	1.708681656
376	1.708631578
377	1.707609716
378	1.706480584
379	1.706113628
380	1.704976448
381	1.704856295
382	1.704697564
383	1.703406205
384	1.702037391
385	1.700964144
386	1.700002927
387	1.698924369
388	1.697177693
389	1.695876476
390	1.695599805
391	1.692947218
392	1.690108757
393	1.688535892
394	1.685931631
395	1.684733104
396	1.682104685
397	1.681849219
398	1.680318302
399	1.678078396
400	1.676092968
401	1.675910565
402	1.674986221
403	1.674106536
404	1.67343845
405	1.671282697
406	1.671219243
407	1.668998259
408	1.667785661
409	1.667671639
410	1.666761364
411	1.665743728
412	1.66480155
413	1.6639621
414	1.663789568
415	1.663751955
416	1.662265204
417	1.661864947
418	1.661433396
419	1.65875571
420	1.658598685
421	1.657309001
422	1.656295932
423	1.656158404
424	1.654989199
425	1.65483433
426	1.653654971
427	1.651109426
428	1.650301758
429	1.647856719
430	1.6470025
431	1.646094759
432	1.64522552
433	1.644074475
434	1.643214508
435	1.642376993
436	1.641209146
437	1.639252919
438	1.63676779
439	1.635891351
440	1.635730083
441	1.634606139
442	1.63308874
443	1.63057267
444	1.630556821
445	1.627876751
446	1.627838534
447	1.626109403
448	1.625337423
449	1.622596468
450	1.620622306
451	1.620586234
452	1.619542944
453	1.619394979
454	1.617088868
455	1.61702266
456	1.616743564
457	1.615846327
458	1.614898197
459	1.613826897
460	1.613362151
461	1.611092181
462	1.609631861
463	1.609541418
464	1.609388149
465	1.608063713
466	1.607039593
467	1.606897011
468	1.605758591
469	1.605031236
470	1.604693863
471	1.602340989
472	1.601597636
473	1.597788789
474	1.593774943
475	1.591269494
476	1.590379458
477	1.587977511
478	1.587831199
479	1.586781076
480	1.586074393
481	1.584890532
482	1.583840897
483	1.581577726
484	1.579483861
485	1.578637254
486	1.576465425
487	1.573584045
488	1.572583382
489	1.571100247
490	1.570439992
491	1.568187418
492	1.56709096
493	1.56634768
494	1.566317183
495	1.565187386
496	1.564417596
497	1.562283008
498	1.560104967
499	1.559965868
500	1.558868518
501	1.558249101
502	1.556369171
503	1.556319947
504	1.555156114
505	1.555118968
506	1.555046143
507	1.554911323
508	1.554066985
509	1.55325418
510	1.552908169
511	1.552818161
512	1.552319199
513	1.550604012
514	1.548944991
515	1.546852018
516	1.54679587
517	1.545320288
518	1.544973409
519	1.544263495
520	1.542998084
521	1.540928342
522	1.540240627
523	1.538828249
524	1.538089098
525	1.53751231
526	1.536450954
527	1.536297181
528	1.535898327
529	1.535430755
530	1.534328933
531	1.533299673
532	1.531639756
533	1.531496884
534	1.531061042
535	1.530925251
536	1.529942345
537	1.529813217
538	1.528763248
539	1.527799907
540	1.527677017
541	1.526577873
542	1.523157308
543	1.522496833
544	1.521899726
545	1.521560529
546	1.52060797
547	1.519412862
548	1.517423206
549	1.515824002
550	1.515518297
551	1.514522131
552	1.51410658
553	1.511493133
554	1.510943814
555	1.510435022
556	1.50805859
557	1.507394858
558	1.506598399
559	1.505798792
560	1.503582259
561	1.501256103
562	1.500472381
563	1.498233069
564	1.496662683
565	1.496335229
566	1.496225217
567	1.496098648
568	1.494238479
569	1.494018247
570	1.492052221
571	1.491115156
572	1.490565587
573	1.490523967
574	1.487942815
575	1.486262291
576	1.485786093
577	1.484732363
578	1.484230204
579	1.484147512
580	1.48363796
581	1.483601989
582	1.482304364
583	1.481738851
584	1.479357329
585	1.478213879
586	1.477285947
587	1.476410899
588	1.476105641
589	1.475042401
590	1.473107041
591	1.473081887
592	1.472133611
593	1.472105454
594	1.47206114
595	1.471258753
596	1.468758725
597	1.467876441
598	1.46740756
599	1.467169882
600	1.466861748
601	1.465198875
602	1.463314113
603	1.462661553
604	1.462619629
605	1.461625587
606	1.460617484
607	1.45875522
608	1.457904833
609	1.457127805
610	1.456491594
611	1.455490372
612	1.455342097
613	1.453432356
614	1.453327494
615	1.45329337
616	1.452692436
617	1.452238424
618	1.452089848
619	1.451291342
620	1.448273275
621	1.447650366
622	1.447205889
623	1.445394838
624	1.44328813
625	1.438484975
626	1.438469475
627	1.437555745
628	1.435679762
629	1.435285177
630	1.434114389
631	1.433203064
632	1.431000927
633	1.430220049
634	1.429325219
635	1.428885617
636	1.428723967
637	1.428295922
638	1.427036278
639	1.426696303
640	1.426286876
641	1.425565343
642	1.425398333
643	1.424447008
644	1.423867496
645	1.423342244
646	1.42236913
647	1.422235128
648	1.422109149
649	1.42045283
650	1.420328198
651	1.41956121
652	1.414843375
653	1.413985789
654	1.413438719
655	1.413319123
656	1.412741322
657	1.412678042
658	1.412033089
659	1.411172528
660	1.411000914
661	1.409673433
662	1.408520768
663	1.407930785
664	1.406992478
665	1.406305625
666	1.40549943
667	1.405147977
668	1.403656686
669	1.402019959
670	1.401385625
671	1.400848095
672	1.399970237
673	1.398193912
674	1.398081193
675	1.396465633
676	1.395757649
677	1.395368663
678	1.394568611
679	1.392783454
680	1.389398057
681	1.387713819
682	1.386831922
683	1.385167738
684	1.382604687
685	1.382519928
686	1.381578116
687	1.379987169
688	1.379425531
689	1.378725849
690	1.377140888
691	1.377031588
692	1.376332143
693	1.37584966
694	1.375366289
695	1.374129733
696	1.373904634
697	1.373384844
698	1.373247061
699	1.371311344
700	1.371027659
701	1.370517244
702	1.368706447
703	1.368043451
704	1.367251603
705	1.366889494
706	1.365620141
707	1.364983336
708	1.364226462
709	1.36387248
710	1.363493379
711	1.362760837
712	1.362276659
713	1.362137819
714	1.361365882
715	1.360681859
716	1.359721134
717	1.358039237
718	1.356560982
719	1.356495642
720	1.356152034
721	1.355343429
722	1.35474526
723	1.354350605
724	1.353769313
725	1.353434183
726	1.352799353
727	1.352740214
728	1.352641026
729	1.351036909
730	1.350118817
731	1.349843029
732	1.349519781
733	1.348421833
734	1.348009383
735	1.346939974
736	1.34660396
737	1.346232576
738	1.345282802
739	1.344254071
740	1.341980196
741	1.341662669
742	1.341324142
743	1.339391803
744	1.338697745
745	1.337450101
746	1.33713828
747	1.337074596
748	1.335348329
749	1.332038236
750	1.331070608
751	1.330248038
752	1.329695418
753	1.329405869
754	1.328872976
755	1.328813069
756	1.328234235
757	1.326564362
758	1.324373669
759	1.323599997
760	1.323296278
761	1.321671609
762	1.321056675
763	1.320238079
764	1.318969621
765	1.318048596
766	1.317834621
767	1.315553398
768	1.313099236
769	1.313037879
770	1.312323964
771	1.310610484
772	1.309022302
773	1.309017514
774	1.308886059
775	1.307978119
776	1.30731752
777	1.304168062
778	1.303451111
779	1.303416741
780	1.303128935
781	1.302967753
782	1.302739213
783	1.301245665
784	1.300965671
785	1.300078159
786	1.300042911
787	1.299589766
788	1.297596416
789	1.297043626
790	1.295713012
791	1.294894908
792	1.293080332
793	1.291542111
794	1.290203676
795	1.29013372
796	1.288828195
797	1.286667932
798	1.285392007
799	1.284851624
800	1.284171532
801	1.284064292
802	1.282561489
803	1.281895816
804	1.280664091
805	1.280482164
806	1.28020537
807	1.27915804
808	1.278649279
809	1.278371764
810	1.278108035
811	1.276903576
812	1.275724176
813	1.27424778
814	1.27074309
815	1.270612053
816	1.269246732
817	1.267695816
818	1.267020368
819	1.265720509
820	1.264733944
821	1.264175589
822	1.262296834
823	1.260878926
824	1.260526147
825	1.259385407
826	1.259120141
827	1.258747956
828	1.258616907
829	1.258368338
830	1.257471512
831	1.256145132
832	1.255029608
833	1.25458971
834	1.253132818
835	1.251974128
836	1.251525836
837	1.250620191
838	1.249253995
839	1.248783558
840	1.248011541
841	1.24753502
842	1.247501252
843	1.246849324
844	1.24646383
845	1.246362319
846	1.24615351
847	1.246122325
848	1.244924782
849	1.243501497
850	1.243375981
851	1.242832177
852	1.241822623
853	1.24176963
854	1.241517329
855	1.240456851
856	1.24010827
857	1.239051024
858	1.2385237
859	1.237724932
860	1.237694497
861	1.237507876
862	1.237459054
863	1.23616383
864	1.23612316
865	1.235935961
866	1.233843144
867	1.233167415
868	1.232406102
869	1.230478226
870	1.229805162
871	1.229787415
872	1.228928116
873	1.228495499
874	1.228165037
875	1.227756068
876	1.226572557
877	1.226037583
878	1.22575159
879	1.225478499
880	1.224858791
881	1.222978642
882	1.221604865
883	1.219763439
884	1.218971825
885	1.218623567
886	1.218124473
887	1.217767709
888	1.217236606
889	1.216899513
890	1.21677285
891	1.216736362
892	1.216712659
893	1.215700186
894	1.215451313
895	1.215416002
896	1.215084313
897	1.214964038
898	1.214441835
899	1.212958325
900	1.21203251
901	1.211574717
902	1.210297556
903	1.210064114
904	1.210050749
905	1.209429314
906	1.209396403
907	1.208678213
908	1.208586807
909	1.207698463
910	1.206665834
911	1.206369771
912	1.205022787
913	1.204574977
914	1.204176474
915	1.203884094
916	1.203664903
